img_id,building_percentage
TRAIN_5897,0.055
TRAIN_5932,0.055
TRAIN_5993,0.055
TRAIN_6136,0.055
TRAIN_6368,0.055
TRAIN_6413,0.055
TRAIN_6443,0.055
TRAIN_6526,0.055
TRAIN_6587,0.055
TRAIN_6757,0.055
TRAIN_6770,0.055
TRAIN_6839,0.055
TRAIN_6950,0.055
TRAIN_6973,0.055
TRAIN_0130,0.054
TRAIN_0145,0.054
TRAIN_0170,0.054
TRAIN_0210,0.054
TRAIN_0331,0.054
TRAIN_0475,0.054
TRAIN_0675,0.054
TRAIN_0853,0.054
TRAIN_1128,0.054
TRAIN_1225,0.054
TRAIN_1229,0.054
TRAIN_1243,0.054
TRAIN_1328,0.054
TRAIN_1528,0.054
TRAIN_1655,0.054
TRAIN_1782,0.054
TRAIN_1935,0.054
TRAIN_2046,0.054
TRAIN_2288,0.054
TRAIN_2439,0.054
TRAIN_2696,0.054
TRAIN_2850,0.054
TRAIN_2906,0.054
TRAIN_3083,0.054
TRAIN_3271,0.054
TRAIN_3291,0.054
TRAIN_3423,0.054
TRAIN_3424,0.054
TRAIN_3454,0.054
TRAIN_3646,0.054
TRAIN_3730,0.054
TRAIN_3762,0.054
TRAIN_3881,0.054
TRAIN_3901,0.054
TRAIN_4002,0.054
TRAIN_4082,0.054
TRAIN_4235,0.054
TRAIN_4336,0.054
TRAIN_4419,0.054
TRAIN_4522,0.054
TRAIN_4733,0.054
TRAIN_4958,0.054
TRAIN_5077,0.054
TRAIN_5243,0.054
TRAIN_5868,0.054
TRAIN_6272,0.054
TRAIN_6567,0.054
TRAIN_6582,0.054
TRAIN_6718,0.054
TRAIN_6969,0.054
TRAIN_7137,0.054
TRAIN_0193,0.053
TRAIN_0238,0.053
TRAIN_0361,0.053
TRAIN_0402,0.053
TRAIN_0413,0.053
TRAIN_0497,0.053
TRAIN_0534,0.053
TRAIN_0726,0.053
TRAIN_0773,0.053
TRAIN_0840,0.053
TRAIN_0932,0.053
TRAIN_1224,0.053
TRAIN_1239,0.053
TRAIN_1423,0.053
TRAIN_1505,0.053
TRAIN_1664,0.053
TRAIN_1976,0.053
TRAIN_2096,0.053
TRAIN_2349,0.053
TRAIN_2365,0.053
TRAIN_2382,0.053
TRAIN_2463,0.053
TRAIN_2610,0.053
TRAIN_2654,0.053
TRAIN_2755,0.053
TRAIN_2792,0.053
TRAIN_2847,0.053
TRAIN_3550,0.053
TRAIN_3570,0.053
TRAIN_3630,0.053
TRAIN_3740,0.053
TRAIN_3846,0.053
TRAIN_4298,0.053
TRAIN_4478,0.053
TRAIN_4539,0.053
TRAIN_4643,0.053
TRAIN_4649,0.053
TRAIN_4668,0.053
TRAIN_4736,0.053
TRAIN_4794,0.053
TRAIN_4815,0.053
TRAIN_4829,0.053
TRAIN_4945,0.053
TRAIN_5091,0.053
TRAIN_5228,0.053
TRAIN_5252,0.053
TRAIN_5295,0.053
TRAIN_5359,0.053
TRAIN_5408,0.053
TRAIN_5448,0.053
TRAIN_5563,0.053
TRAIN_5665,0.053
TRAIN_5988,0.053
TRAIN_5990,0.053
TRAIN_6021,0.053
TRAIN_6100,0.053
TRAIN_6269,0.053
TRAIN_6300,0.053
TRAIN_6362,0.053
TRAIN_6509,0.053
TRAIN_6642,0.053
TRAIN_6687,0.053
TRAIN_6794,0.053
TRAIN_7063,0.053
TRAIN_7090,0.053
TRAIN_0205,0.052
TRAIN_0228,0.052
TRAIN_0297,0.052
TRAIN_0345,0.052
TRAIN_0446,0.052
TRAIN_0567,0.052
TRAIN_0770,0.052
TRAIN_0807,0.052
TRAIN_0857,0.052
TRAIN_0875,0.052
TRAIN_1006,0.052
TRAIN_1061,0.052
TRAIN_1133,0.052
TRAIN_1194,0.052
TRAIN_1201,0.052
TRAIN_1336,0.052
TRAIN_1417,0.052
TRAIN_1573,0.052
TRAIN_1738,0.052
TRAIN_1885,0.052
TRAIN_2093,0.052
TRAIN_2118,0.052
TRAIN_2214,0.052
TRAIN_2282,0.052
TRAIN_2314,0.052
TRAIN_2361,0.052
TRAIN_2625,0.052
TRAIN_2700,0.052
TRAIN_2745,0.052
TRAIN_2833,0.052
TRAIN_2928,0.052
TRAIN_3084,0.052
TRAIN_3495,0.052
TRAIN_3620,0.052
TRAIN_3745,0.052
TRAIN_3808,0.052
TRAIN_3835,0.052
TRAIN_3925,0.052
TRAIN_3988,0.052
TRAIN_4008,0.052
TRAIN_4089,0.052
TRAIN_4107,0.052
TRAIN_4122,0.052
TRAIN_4231,0.052
TRAIN_4349,0.052
TRAIN_4501,0.052
TRAIN_5229,0.052
TRAIN_5248,0.052
TRAIN_5284,0.052
TRAIN_5294,0.052
TRAIN_5323,0.052
TRAIN_5469,0.052
TRAIN_5473,0.052
TRAIN_5566,0.052
TRAIN_5602,0.052
TRAIN_5670,0.052
TRAIN_5699,0.052
TRAIN_5872,0.052
TRAIN_5879,0.052
TRAIN_5895,0.052
TRAIN_5966,0.052
TRAIN_6060,0.052
TRAIN_6446,0.052
TRAIN_6522,0.052
TRAIN_6589,0.052
TRAIN_6684,0.052
TRAIN_6731,0.052
TRAIN_6775,0.052
TRAIN_6894,0.052
TRAIN_7054,0.052
TRAIN_7068,0.052
TRAIN_7116,0.052
TRAIN_7131,0.052
TRAIN_0276,0.051
TRAIN_0294,0.051
TRAIN_0539,0.051
TRAIN_0551,0.051
TRAIN_0813,0.051
TRAIN_1223,0.051
TRAIN_1237,0.051
TRAIN_1401,0.051
TRAIN_1596,0.051
TRAIN_1809,0.051
TRAIN_1908,0.051
TRAIN_1922,0.051
TRAIN_1939,0.051
TRAIN_2154,0.051
TRAIN_2174,0.051
TRAIN_2478,0.051
TRAIN_2489,0.051
TRAIN_2517,0.051
TRAIN_2674,0.051
TRAIN_2680,0.051
TRAIN_2768,0.051
TRAIN_2808,0.051
TRAIN_2827,0.051
TRAIN_2858,0.051
TRAIN_2912,0.051
TRAIN_3002,0.051
TRAIN_3008,0.051
TRAIN_3137,0.051
TRAIN_3153,0.051
TRAIN_3188,0.051
TRAIN_3295,0.051
TRAIN_3483,0.051
TRAIN_3489,0.051
TRAIN_3517,0.051
TRAIN_3531,0.051
TRAIN_3567,0.051
TRAIN_3637,0.051
TRAIN_3909,0.051
TRAIN_4032,0.051
TRAIN_4037,0.051
TRAIN_4126,0.051
TRAIN_4175,0.051
TRAIN_4223,0.051
TRAIN_4321,0.051
TRAIN_4502,0.051
TRAIN_4567,0.051
TRAIN_4619,0.051
TRAIN_4625,0.051
TRAIN_4690,0.051
TRAIN_4761,0.051
TRAIN_4944,0.051
TRAIN_4988,0.051
TRAIN_5002,0.051
TRAIN_5041,0.051
TRAIN_5321,0.051
TRAIN_5352,0.051
TRAIN_5514,0.051
TRAIN_5890,0.051
TRAIN_5909,0.051
TRAIN_6009,0.051
TRAIN_6125,0.051
TRAIN_6133,0.051
TRAIN_6153,0.051
TRAIN_6337,0.051
TRAIN_6387,0.051
TRAIN_6472,0.051
TRAIN_6535,0.051
TRAIN_6766,0.051
TRAIN_6824,0.051
TRAIN_7002,0.051
TRAIN_7008,0.051
TRAIN_7077,0.051
TRAIN_0318,0.05
TRAIN_0372,0.05
TRAIN_0410,0.05
TRAIN_0416,0.05
TRAIN_0459,0.05
TRAIN_0493,0.05
TRAIN_0698,0.05
TRAIN_0709,0.05
TRAIN_0850,0.05
TRAIN_0876,0.05
TRAIN_1242,0.05
TRAIN_1339,0.05
TRAIN_1344,0.05
TRAIN_1767,0.05
TRAIN_1955,0.05
TRAIN_2117,0.05
TRAIN_2357,0.05
TRAIN_2435,0.05
TRAIN_2717,0.05
TRAIN_2718,0.05
TRAIN_2758,0.05
TRAIN_2922,0.05
TRAIN_2953,0.05
TRAIN_3112,0.05
TRAIN_3199,0.05
TRAIN_3202,0.05
TRAIN_3301,0.05
TRAIN_3383,0.05
TRAIN_3818,0.05
TRAIN_3850,0.05
TRAIN_3992,0.05
TRAIN_4234,0.05
TRAIN_4260,0.05
TRAIN_4280,0.05
TRAIN_4579,0.05
TRAIN_4664,0.05
TRAIN_4678,0.05
TRAIN_4728,0.05
TRAIN_4812,0.05
TRAIN_4849,0.05
TRAIN_4887,0.05
TRAIN_4999,0.05
TRAIN_5132,0.05
TRAIN_5279,0.05
TRAIN_5314,0.05
TRAIN_5388,0.05
TRAIN_5401,0.05
TRAIN_5553,0.05
TRAIN_5676,0.05
TRAIN_6039,0.05
TRAIN_6121,0.05
TRAIN_6201,0.05
TRAIN_6320,0.05
TRAIN_6327,0.05
TRAIN_6427,0.05
TRAIN_6694,0.05
TRAIN_6776,0.05
TRAIN_7039,0.05
TRAIN_0083,0.049
TRAIN_0267,0.049
TRAIN_0335,0.049
TRAIN_0559,0.049
TRAIN_0574,0.049
TRAIN_0586,0.049
TRAIN_0615,0.049
TRAIN_0805,0.049
TRAIN_0966,0.049
TRAIN_1004,0.049
TRAIN_1038,0.049
TRAIN_1228,0.049
TRAIN_1390,0.049
TRAIN_1502,0.049
TRAIN_1517,0.049
TRAIN_1521,0.049
TRAIN_1542,0.049
TRAIN_1632,0.049
TRAIN_1889,0.049
TRAIN_1890,0.049
TRAIN_1898,0.049
TRAIN_1940,0.049
TRAIN_2033,0.049
TRAIN_2116,0.049
TRAIN_2155,0.049
TRAIN_2170,0.049
TRAIN_2359,0.049
TRAIN_2401,0.049
TRAIN_2485,0.049
TRAIN_2650,0.049
TRAIN_2791,0.049
TRAIN_2908,0.049
TRAIN_2998,0.049
TRAIN_3030,0.049
TRAIN_3223,0.049
TRAIN_3367,0.049
TRAIN_3460,0.049
TRAIN_3516,0.049
TRAIN_3628,0.049
TRAIN_3801,0.049
TRAIN_4070,0.049
TRAIN_4142,0.049
TRAIN_4150,0.049
TRAIN_4364,0.049
TRAIN_4365,0.049
TRAIN_4435,0.049
TRAIN_4675,0.049
TRAIN_4740,0.049
TRAIN_4749,0.049
TRAIN_5009,0.049
TRAIN_5426,0.049
TRAIN_5457,0.049
TRAIN_5477,0.049
TRAIN_5550,0.049
TRAIN_5586,0.049
TRAIN_5722,0.049
TRAIN_5836,0.049
TRAIN_5919,0.049
TRAIN_6135,0.049
TRAIN_6238,0.049
TRAIN_6259,0.049
TRAIN_6321,0.049
TRAIN_6363,0.049
TRAIN_6497,0.049
TRAIN_6527,0.049
TRAIN_6573,0.049
TRAIN_6576,0.049
TRAIN_6585,0.049
TRAIN_6588,0.049
TRAIN_6645,0.049
TRAIN_6715,0.049
TRAIN_6852,0.049
TRAIN_6862,0.049
TRAIN_6914,0.049
TRAIN_0015,0.048
TRAIN_0034,0.048
TRAIN_0063,0.048
TRAIN_0119,0.048
TRAIN_0129,0.048
TRAIN_0273,0.048
TRAIN_0346,0.048
TRAIN_0389,0.048
TRAIN_0408,0.048
TRAIN_0634,0.048
TRAIN_0780,0.048
TRAIN_0829,0.048
TRAIN_0981,0.048
TRAIN_1110,0.048
TRAIN_1393,0.048
TRAIN_1477,0.048
TRAIN_1769,0.048
TRAIN_1983,0.048
TRAIN_2084,0.048
TRAIN_2088,0.048
TRAIN_2228,0.048
TRAIN_2347,0.048
TRAIN_2375,0.048
TRAIN_2418,0.048
TRAIN_2516,0.048
TRAIN_2562,0.048
TRAIN_2743,0.048
TRAIN_2753,0.048
TRAIN_2761,0.048
TRAIN_2832,0.048
TRAIN_2885,0.048
TRAIN_2944,0.048
TRAIN_2996,0.048
TRAIN_3010,0.048
TRAIN_3037,0.048
TRAIN_3116,0.048
TRAIN_3219,0.048
TRAIN_3224,0.048
TRAIN_3325,0.048
TRAIN_3384,0.048
TRAIN_3673,0.048
TRAIN_3709,0.048
TRAIN_3894,0.048
TRAIN_3971,0.048
TRAIN_4069,0.048
TRAIN_4080,0.048
TRAIN_4100,0.048
TRAIN_4367,0.048
TRAIN_4591,0.048
TRAIN_4684,0.048
TRAIN_4689,0.048
TRAIN_4976,0.048
TRAIN_5071,0.048
TRAIN_5089,0.048
TRAIN_5600,0.048
TRAIN_5809,0.048
TRAIN_6195,0.048
TRAIN_6271,0.048
TRAIN_6305,0.048
TRAIN_6357,0.048
TRAIN_6615,0.048
TRAIN_6688,0.048
TRAIN_6738,0.048
TRAIN_6743,0.048
TRAIN_6863,0.048
TRAIN_6896,0.048
TRAIN_7053,0.048
TRAIN_7058,0.048
TRAIN_0414,0.047
TRAIN_0570,0.047
TRAIN_0736,0.047
TRAIN_0832,0.047
TRAIN_0862,0.047
TRAIN_0892,0.047
TRAIN_1111,0.047
TRAIN_1251,0.047
TRAIN_1330,0.047
TRAIN_1402,0.047
TRAIN_1557,0.047
TRAIN_1592,0.047
TRAIN_1756,0.047
TRAIN_1836,0.047
TRAIN_1965,0.047
TRAIN_2053,0.047
TRAIN_2057,0.047
TRAIN_2081,0.047
TRAIN_2121,0.047
TRAIN_2123,0.047
TRAIN_2172,0.047
TRAIN_2311,0.047
TRAIN_2319,0.047
TRAIN_2331,0.047
TRAIN_2332,0.047
TRAIN_2538,0.047
TRAIN_2557,0.047
TRAIN_2569,0.047
TRAIN_3032,0.047
TRAIN_3157,0.047
TRAIN_3273,0.047
TRAIN_3430,0.047
TRAIN_3543,0.047
TRAIN_3640,0.047
TRAIN_3663,0.047
TRAIN_3705,0.047
TRAIN_3741,0.047
TRAIN_3874,0.047
TRAIN_3907,0.047
TRAIN_3960,0.047
TRAIN_4072,0.047
TRAIN_4109,0.047
TRAIN_4154,0.047
TRAIN_4342,0.047
TRAIN_4381,0.047
TRAIN_4443,0.047
TRAIN_4479,0.047
TRAIN_4920,0.047
TRAIN_5109,0.047
TRAIN_5137,0.047
TRAIN_5149,0.047
TRAIN_5174,0.047
TRAIN_5794,0.047
TRAIN_5936,0.047
TRAIN_5937,0.047
TRAIN_5976,0.047
TRAIN_6118,0.047
TRAIN_6170,0.047
TRAIN_6255,0.047
TRAIN_6533,0.047
TRAIN_6534,0.047
TRAIN_6612,0.047
TRAIN_6621,0.047
TRAIN_6689,0.047
TRAIN_7087,0.047
TRAIN_0024,0.046
TRAIN_0191,0.046
TRAIN_0692,0.046
TRAIN_1035,0.046
TRAIN_1106,0.046
TRAIN_1127,0.046
TRAIN_1179,0.046
TRAIN_1195,0.046
TRAIN_1348,0.046
TRAIN_1355,0.046
TRAIN_1381,0.046
TRAIN_1432,0.046
TRAIN_1444,0.046
TRAIN_1493,0.046
TRAIN_2006,0.046
TRAIN_2156,0.046
TRAIN_2278,0.046
TRAIN_2602,0.046
TRAIN_2628,0.046
TRAIN_2835,0.046
TRAIN_3287,0.046
TRAIN_3575,0.046
TRAIN_3802,0.046
TRAIN_3964,0.046
TRAIN_4101,0.046
TRAIN_4173,0.046
TRAIN_4255,0.046
TRAIN_4461,0.046
TRAIN_4573,0.046
TRAIN_4983,0.046
TRAIN_5031,0.046
TRAIN_5080,0.046
TRAIN_5181,0.046
TRAIN_5231,0.046
TRAIN_5320,0.046
TRAIN_5515,0.046
TRAIN_5850,0.046
TRAIN_6177,0.046
TRAIN_6234,0.046
TRAIN_6235,0.046
TRAIN_6591,0.046
TRAIN_6829,0.046
TRAIN_6851,0.046
TRAIN_7023,0.046
TRAIN_7037,0.046
TRAIN_0161,0.045
TRAIN_0175,0.045
TRAIN_0249,0.045
TRAIN_0489,0.045
TRAIN_0557,0.045
TRAIN_0616,0.045
TRAIN_0624,0.045
TRAIN_0657,0.045
TRAIN_0673,0.045
TRAIN_0827,0.045
TRAIN_0834,0.045
TRAIN_0863,0.045
TRAIN_0933,0.045
TRAIN_1040,0.045
TRAIN_1059,0.045
TRAIN_1140,0.045
TRAIN_1167,0.045
TRAIN_1213,0.045
TRAIN_1356,0.045
TRAIN_1761,0.045
TRAIN_1825,0.045
TRAIN_1856,0.045
TRAIN_1866,0.045
TRAIN_1875,0.045
TRAIN_2105,0.045
TRAIN_2512,0.045
TRAIN_2542,0.045
TRAIN_2613,0.045
TRAIN_2657,0.045
TRAIN_2683,0.045
TRAIN_2807,0.045
TRAIN_2821,0.045
TRAIN_2841,0.045
TRAIN_3043,0.045
TRAIN_3075,0.045
TRAIN_3076,0.045
TRAIN_3369,0.045
TRAIN_3371,0.045
TRAIN_3432,0.045
TRAIN_3614,0.045
TRAIN_3787,0.045
TRAIN_3848,0.045
TRAIN_3875,0.045
TRAIN_3924,0.045
TRAIN_4085,0.045
TRAIN_4187,0.045
TRAIN_4267,0.045
TRAIN_4362,0.045
TRAIN_4368,0.045
TRAIN_4415,0.045
TRAIN_4524,0.045
TRAIN_4596,0.045
TRAIN_5024,0.045
TRAIN_5206,0.045
TRAIN_5217,0.045
TRAIN_5263,0.045
TRAIN_5518,0.045
TRAIN_5679,0.045
TRAIN_5693,0.045
TRAIN_5729,0.045
TRAIN_5810,0.045
TRAIN_5984,0.045
TRAIN_6473,0.045
TRAIN_6555,0.045
TRAIN_6844,0.045
TRAIN_6873,0.045
TRAIN_7136,0.045
TRAIN_0029,0.044
TRAIN_0064,0.044
TRAIN_0096,0.044
TRAIN_0106,0.044
TRAIN_0275,0.044
TRAIN_0360,0.044
TRAIN_0376,0.044
TRAIN_0491,0.044
TRAIN_0580,0.044
TRAIN_0584,0.044
TRAIN_0618,0.044
TRAIN_0628,0.044
TRAIN_0649,0.044
TRAIN_0754,0.044
TRAIN_0812,0.044
TRAIN_0934,0.044
TRAIN_0972,0.044
TRAIN_1002,0.044
TRAIN_1300,0.044
TRAIN_1327,0.044
TRAIN_1354,0.044
TRAIN_1450,0.044
TRAIN_1743,0.044
TRAIN_1956,0.044
TRAIN_1958,0.044
TRAIN_1975,0.044
TRAIN_2129,0.044
TRAIN_2221,0.044
TRAIN_2320,0.044
TRAIN_2438,0.044
TRAIN_2561,0.044
TRAIN_2622,0.044
TRAIN_2767,0.044
TRAIN_2802,0.044
TRAIN_2860,0.044
TRAIN_3128,0.044
TRAIN_3169,0.044
TRAIN_3221,0.044
TRAIN_3306,0.044
TRAIN_3312,0.044
TRAIN_3378,0.044
TRAIN_3469,0.044
TRAIN_4012,0.044
TRAIN_4151,0.044
TRAIN_4233,0.044
TRAIN_4254,0.044
TRAIN_4418,0.044
TRAIN_4568,0.044
TRAIN_4609,0.044
TRAIN_4699,0.044
TRAIN_4814,0.044
TRAIN_4879,0.044
TRAIN_4893,0.044
TRAIN_5001,0.044
TRAIN_5104,0.044
TRAIN_5139,0.044
TRAIN_5404,0.044
TRAIN_5492,0.044
TRAIN_5640,0.044
TRAIN_6027,0.044
TRAIN_6054,0.044
TRAIN_6075,0.044
TRAIN_6104,0.044
TRAIN_6188,0.044
TRAIN_6261,0.044
TRAIN_6365,0.044
TRAIN_6397,0.044
TRAIN_6620,0.044
TRAIN_6629,0.044
TRAIN_6897,0.044
TRAIN_6918,0.044
TRAIN_7057,0.044
TRAIN_0137,0.043
TRAIN_0307,0.043
TRAIN_0450,0.043
TRAIN_0516,0.043
TRAIN_0757,0.043
TRAIN_0806,0.043
TRAIN_1078,0.043
TRAIN_1215,0.043
TRAIN_1257,0.043
TRAIN_1625,0.043
TRAIN_1663,0.043
TRAIN_1840,0.043
TRAIN_1860,0.043
TRAIN_1969,0.043
TRAIN_2021,0.043
TRAIN_2090,0.043
TRAIN_2160,0.043
TRAIN_2215,0.043
TRAIN_2284,0.043
TRAIN_2460,0.043
TRAIN_2500,0.043
TRAIN_2699,0.043
TRAIN_2712,0.043
TRAIN_2814,0.043
TRAIN_2816,0.043
TRAIN_2844,0.043
TRAIN_2976,0.043
TRAIN_2977,0.043
TRAIN_2993,0.043
TRAIN_3072,0.043
TRAIN_3110,0.043
TRAIN_3117,0.043
TRAIN_3319,0.043
TRAIN_3569,0.043
TRAIN_3590,0.043
TRAIN_3645,0.043
TRAIN_3651,0.043
TRAIN_3700,0.043
TRAIN_3815,0.043
TRAIN_3868,0.043
TRAIN_3903,0.043
TRAIN_4005,0.043
TRAIN_4038,0.043
TRAIN_4075,0.043
TRAIN_4272,0.043
TRAIN_4457,0.043
TRAIN_4492,0.043
TRAIN_4886,0.043
TRAIN_4940,0.043
TRAIN_5014,0.043
TRAIN_5015,0.043
TRAIN_5213,0.043
TRAIN_5308,0.043
TRAIN_5397,0.043
TRAIN_5466,0.043
TRAIN_5510,0.043
TRAIN_5643,0.043
TRAIN_6073,0.043
TRAIN_6172,0.043
TRAIN_6404,0.043
TRAIN_6507,0.043
TRAIN_6524,0.043
TRAIN_6570,0.043
TRAIN_6571,0.043
TRAIN_6832,0.043
TRAIN_6847,0.043
TRAIN_6853,0.043
TRAIN_6957,0.043
TRAIN_7113,0.043
TRAIN_0132,0.042
TRAIN_0216,0.042
TRAIN_0278,0.042
TRAIN_0355,0.042
TRAIN_0433,0.042
TRAIN_0528,0.042
TRAIN_0635,0.042
TRAIN_0879,0.042
TRAIN_1294,0.042
TRAIN_1459,0.042
TRAIN_1467,0.042
TRAIN_1474,0.042
TRAIN_1484,0.042
TRAIN_1613,0.042
TRAIN_1683,0.042
TRAIN_1751,0.042
TRAIN_1774,0.042
TRAIN_1850,0.042
TRAIN_1906,0.042
TRAIN_2083,0.042
TRAIN_2124,0.042
TRAIN_2144,0.042
TRAIN_2193,0.042
TRAIN_2419,0.042
TRAIN_2687,0.042
TRAIN_2813,0.042
TRAIN_2897,0.042
TRAIN_3457,0.042
TRAIN_3578,0.042
TRAIN_3672,0.042
TRAIN_3727,0.042
TRAIN_3732,0.042
TRAIN_3809,0.042
TRAIN_3864,0.042
TRAIN_3974,0.042
TRAIN_3984,0.042
TRAIN_4067,0.042
TRAIN_4247,0.042
TRAIN_4629,0.042
TRAIN_4774,0.042
TRAIN_4801,0.042
TRAIN_4862,0.042
TRAIN_4928,0.042
TRAIN_5090,0.042
TRAIN_5157,0.042
TRAIN_5221,0.042
TRAIN_5313,0.042
TRAIN_5355,0.042
TRAIN_5398,0.042
TRAIN_5508,0.042
TRAIN_5525,0.042
TRAIN_5653,0.042
TRAIN_5669,0.042
TRAIN_5830,0.042
TRAIN_5885,0.042
TRAIN_6047,0.042
TRAIN_6246,0.042
TRAIN_6316,0.042
TRAIN_6361,0.042
TRAIN_6604,0.042
TRAIN_0194,0.041
TRAIN_0314,0.041
TRAIN_0397,0.041
TRAIN_0472,0.041
TRAIN_0562,0.041
TRAIN_0719,0.041
TRAIN_0721,0.041
TRAIN_0877,0.041
TRAIN_0926,0.041
TRAIN_0990,0.041
TRAIN_1271,0.041
TRAIN_1400,0.041
TRAIN_1519,0.041
TRAIN_1538,0.041
TRAIN_1569,0.041
TRAIN_1794,0.041
TRAIN_1874,0.041
TRAIN_2017,0.041
TRAIN_2054,0.041
TRAIN_2120,0.041
TRAIN_2267,0.041
TRAIN_2287,0.041
TRAIN_2341,0.041
TRAIN_2469,0.041
TRAIN_2560,0.041
TRAIN_2679,0.041
TRAIN_2778,0.041
TRAIN_2789,0.041
TRAIN_2865,0.041
TRAIN_2905,0.041
TRAIN_3194,0.041
TRAIN_3302,0.041
TRAIN_3310,0.041
TRAIN_3405,0.041
TRAIN_3426,0.041
TRAIN_3452,0.041
TRAIN_3580,0.041
TRAIN_3582,0.041
TRAIN_3613,0.041
TRAIN_4027,0.041
TRAIN_4114,0.041
TRAIN_4186,0.041
TRAIN_4215,0.041
TRAIN_4261,0.041
TRAIN_4409,0.041
TRAIN_4425,0.041
TRAIN_4488,0.041
TRAIN_4582,0.041
TRAIN_4718,0.041
TRAIN_4905,0.041
TRAIN_4926,0.041
TRAIN_4972,0.041
TRAIN_4981,0.041
TRAIN_4998,0.041
TRAIN_5136,0.041
TRAIN_5240,0.041
TRAIN_5343,0.041
TRAIN_5416,0.041
TRAIN_5475,0.041
TRAIN_5530,0.041
TRAIN_5674,0.041
TRAIN_5755,0.041
TRAIN_5772,0.041
TRAIN_5790,0.041
TRAIN_5818,0.041
TRAIN_5894,0.041
TRAIN_5973,0.041
TRAIN_6198,0.041
TRAIN_6220,0.041
TRAIN_6350,0.041
TRAIN_6563,0.041
TRAIN_6590,0.041
TRAIN_6605,0.041
TRAIN_6619,0.041
TRAIN_6677,0.041
TRAIN_6778,0.041
TRAIN_6818,0.041
TRAIN_0011,0.04
TRAIN_0018,0.04
TRAIN_0054,0.04
TRAIN_0078,0.04
TRAIN_0460,0.04
TRAIN_0581,0.04
TRAIN_0696,0.04
TRAIN_0716,0.04
TRAIN_0851,0.04
TRAIN_0960,0.04
TRAIN_1025,0.04
TRAIN_1087,0.04
TRAIN_1170,0.04
TRAIN_1266,0.04
TRAIN_1359,0.04
TRAIN_1559,0.04
TRAIN_1673,0.04
TRAIN_1682,0.04
TRAIN_1734,0.04
TRAIN_1829,0.04
TRAIN_1934,0.04
TRAIN_1948,0.04
TRAIN_1999,0.04
TRAIN_2073,0.04
TRAIN_2139,0.04
TRAIN_2150,0.04
TRAIN_2406,0.04
TRAIN_2452,0.04
TRAIN_2476,0.04
TRAIN_2635,0.04
TRAIN_2658,0.04
TRAIN_2659,0.04
TRAIN_2806,0.04
TRAIN_2831,0.04
TRAIN_2974,0.04
TRAIN_2987,0.04
TRAIN_2988,0.04
TRAIN_2999,0.04
TRAIN_3057,0.04
TRAIN_3058,0.04
TRAIN_3073,0.04
TRAIN_3151,0.04
TRAIN_3386,0.04
TRAIN_3396,0.04
TRAIN_3514,0.04
TRAIN_3594,0.04
TRAIN_3658,0.04
TRAIN_3707,0.04
TRAIN_3820,0.04
TRAIN_4021,0.04
TRAIN_4066,0.04
TRAIN_4293,0.04
TRAIN_4309,0.04
TRAIN_4394,0.04
TRAIN_4681,0.04
TRAIN_4759,0.04
TRAIN_4892,0.04
TRAIN_5012,0.04
TRAIN_5046,0.04
TRAIN_5123,0.04
TRAIN_5223,0.04
TRAIN_5707,0.04
TRAIN_5804,0.04
TRAIN_6154,0.04
TRAIN_6217,0.04
TRAIN_6381,0.04
TRAIN_6484,0.04
TRAIN_6584,0.04
TRAIN_6814,0.04
TRAIN_6872,0.04
TRAIN_6943,0.04
TRAIN_7040,0.04
TRAIN_7045,0.04
TRAIN_7119,0.04
TRAIN_7122,0.04
TRAIN_0056,0.039
TRAIN_0225,0.039
TRAIN_0230,0.039
TRAIN_0254,0.039
TRAIN_0327,0.039
TRAIN_0434,0.039
TRAIN_0555,0.039
TRAIN_0720,0.039
TRAIN_0985,0.039
TRAIN_1181,0.039
TRAIN_1372,0.039
TRAIN_1504,0.039
TRAIN_1553,0.039
TRAIN_1651,0.039
TRAIN_1670,0.039
TRAIN_1722,0.039
TRAIN_1962,0.039
TRAIN_2239,0.039
TRAIN_2303,0.039
TRAIN_2321,0.039
TRAIN_2337,0.039
TRAIN_2378,0.039
TRAIN_2417,0.039
TRAIN_2448,0.039
TRAIN_2454,0.039
TRAIN_2491,0.039
TRAIN_2570,0.039
TRAIN_2750,0.039
TRAIN_2848,0.039
TRAIN_3001,0.039
TRAIN_3227,0.039
TRAIN_3284,0.039
TRAIN_3417,0.039
TRAIN_3542,0.039
TRAIN_3689,0.039
TRAIN_3691,0.039
TRAIN_3773,0.039
TRAIN_3882,0.039
TRAIN_3932,0.039
TRAIN_4013,0.039
TRAIN_4197,0.039
TRAIN_4208,0.039
TRAIN_4330,0.039
TRAIN_4361,0.039
TRAIN_4462,0.039
TRAIN_4495,0.039
TRAIN_4575,0.039
TRAIN_4590,0.039
TRAIN_4623,0.039
TRAIN_4686,0.039
TRAIN_4716,0.039
TRAIN_4830,0.039
TRAIN_4852,0.039
TRAIN_4857,0.039
TRAIN_4867,0.039
TRAIN_4954,0.039
TRAIN_5029,0.039
TRAIN_5147,0.039
TRAIN_5225,0.039
TRAIN_5281,0.039
TRAIN_5512,0.039
TRAIN_5537,0.039
TRAIN_5671,0.039
TRAIN_5689,0.039
TRAIN_5838,0.039
TRAIN_5906,0.039
TRAIN_6178,0.039
TRAIN_6267,0.039
TRAIN_6270,0.039
TRAIN_6490,0.039
TRAIN_6542,0.039
